Item,City,Price,Month,Year,Category
Pulse Moong (Washed),Multan,279.96,4,2023,Food & Beverages
Pulse Mash (Washed),Multan,455.89,4,2023,Food & Beverages
Pulse Gram,Multan,251.05,4,2023,Food & Beverages
Potatoes,Multan,69.3,4,2023,Food & Beverages
Onions,Multan,64.99,4,2023,Food & Beverages
Tomatoes,Multan,44.96,4,2023,Food & Beverages
Sugar Refined,Multan,118.0,4,2023,Food & Beverages
Gur (Average Quality),Multan,158.84,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Multan,60.0,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Multan,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Multan,330.93,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Multan,558.82,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Multan,259.62,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Multan,117.59,4,2023,Food & Beverages
Tea Prepared Ordinary,Multan,50.0,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Multan,220.0,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Multan,570.0,4,2023,Apparel & Footwear
Shirting (Average Quality),Multan,372.24,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Multan,562.53,4,2023,Apparel & Footwear
Georgette (Average Quality),Multan,233.76,4,2023,Apparel & Footwear
Gents Sandal Bata,Multan,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Multan,379.0,4,2023,Apparel & Footwear
Ladies Sandal Bata,Multan,699.0,4,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Multan,6.23,4,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Multan,295.0,4,2023,Housing Water & Energy
Firewood Whole,Multan,1208.19,4,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Multan,400.0,4,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Multan,122.42,4,2023,Personal Care
Match Box,Multan,5.56,4,2023,Household Equipment
Petrol Super,Multan,277.71,4,2023,Transport & Communication
Hi-Speed Diesel,Multan,293.59,4,2023,Transport & Communication
LPG 11.67 kg Cylinder,Multan,3415.41,4,2023,Housing Water & Energy
Telephone Call Charges,Multan,1.79,4,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Multan,93.87,4,2023,Personal Care
Wheat Flour Bag,Bahawalpur,2470.12,4,2023,Food & Beverages
Rice Basmati Broken (Average Qualit,Bahawalpur,170.71,4,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Bahawalpur,169.9,4,2023,Food & Beverages
Bread plain (Small Size),Bahawalpur,102.41,4,2023,Food & Beverages
Beef with Bone (Average Quality),Bahawalpur,632.89,4,2023,Food & Beverages
Mutton (Average Quality),Bahawalpur,1400.0,4,2023,Food & Beverages
Chicken Farm Broiler (Live),Bahawalpur,353.64,4,2023,Food & Beverages
Milk fresh (Un-boiled),Bahawalpur,124.07,4,2023,Food & Beverages
Curd (Dahi) Loose,Bahawalpur,152.33,4,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Bahawalpur,680.0,4,2023,Food & Beverages
Eggs Hen (Farm),Bahawalpur,263.74,4,2023,Food & Beverages
Mustard Oil (Average Quality),Bahawalpur,530.65,4,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Bahawalpur,3290.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Bahawalpur,1550.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Bahawalpur,605.0,4,2023,Food & Beverages
Bananas (Kela) Local,Bahawalpur,300.0,4,2023,Food & Beverages
Pulse Masoor (Washed),Bahawalpur,270.0,4,2023,Food & Beverages
Pulse Moong (Washed),Bahawalpur,270.0,4,2023,Food & Beverages
Pulse Mash (Washed),Bahawalpur,440.0,4,2023,Food & Beverages
Pulse Gram,Bahawalpur,240.0,4,2023,Food & Beverages
Potatoes,Bahawalpur,71.21,4,2023,Food & Beverages
Onions,Bahawalpur,77.39,4,2023,Food & Beverages
Tomatoes,Bahawalpur,45.15,4,2023,Food & Beverages
Sugar Refined,Bahawalpur,120.0,4,2023,Food & Beverages
Gur (Average Quality),Bahawalpur,158.08,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Bahawalpur,50.0,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Bahawalpur,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Bahawalpur,400.0,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Bahawalpur,558.82,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Bahawalpur,221.6,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Bahawalpur,114.65,4,2023,Food & Beverages
Tea Prepared Ordinary,Bahawalpur,40.0,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Bahawalpur,220.0,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Bahawalpur,556.59,4,2023,Apparel & Footwear
Shirting (Average Quality),Bahawalpur,376.64,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Bahawalpur,556.59,4,2023,Apparel & Footwear
Georgette (Average Quality),Bahawalpur,199.67,4,2023,Apparel & Footwear
Gents Sandal Bata,Bahawalpur,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Bahawalpur,379.0,4,2023,Apparel & Footwear
Ladies Sandal Bata,Bahawalpur,699.0,4,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Bahawalpur,6.23,4,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Bahawalpur,295.0,4,2023,Housing Water & Energy
Firewood Whole,Bahawalpur,1200.0,4,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Bahawalpur,200.0,4,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Bahawalpur,132.43,4,2023,Personal Care
Match Box,Bahawalpur,6.0,4,2023,Household Equipment
Petrol Super,Bahawalpur,278.25,4,2023,Transport & Communication
Hi-Speed Diesel,Bahawalpur,294.22,4,2023,Transport & Communication
LPG 11.67 kg Cylinder,Bahawalpur,3323.46,4,2023,Housing Water & Energy
Telephone Call Charges,Bahawalpur,1.79,4,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Bahawalpur,94.0,4,2023,Personal Care
Wheat Flour Bag,Karachi,2760.01,4,2023,Food & Beverages
Rice Basmati Broken (Average Qualit,Karachi,221.54,4,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Karachi,143.72,4,2023,Food & Beverages
Bread plain (Small Size),Karachi,110.0,4,2023,Food & Beverages
Beef with Bone (Average Quality),Karachi,827.83,4,2023,Food & Beverages
Mutton (Average Quality),Karachi,1658.23,4,2023,Food & Beverages
Chicken Farm Broiler (Live),Karachi,433.94,4,2023,Food & Beverages
Milk fresh (Un-boiled),Karachi,208.45,4,2023,Food & Beverages
Curd (Dahi) Loose,Karachi,301.6,4,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Karachi,677.8,4,2023,Food & Beverages
Eggs Hen (Farm),Karachi,279.27,4,2023,Food & Beverages
Mustard Oil (Average Quality),Karachi,624.32,4,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Karachi,3290.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Karachi,1550.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Karachi,605.0,4,2023,Food & Beverages
Bananas (Kela) Local,Karachi,194.52,4,2023,Food & Beverages
Pulse Masoor (Washed),Karachi,293.61,4,2023,Food & Beverages
Pulse Moong (Washed),Karachi,299.11,4,2023,Food & Beverages
Pulse Mash (Washed),Karachi,442.79,4,2023,Food & Beverages
Pulse Gram,Karachi,264.66,4,2023,Food & Beverages
Potatoes,Karachi,62.53,4,2023,Food & Beverages
Onions,Karachi,85.77,4,2023,Food & Beverages
Tomatoes,Karachi,58.02,4,2023,Food & Beverages
Sugar Refined,Karachi,127.01,4,2023,Food & Beverages
Gur (Average Quality),Karachi,178.09,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Karachi,58.04,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Karachi,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Karachi,319.18,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Karachi,558.82,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Karachi,282.71,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Karachi,142.05,4,2023,Food & Beverages
Tea Prepared Ordinary,Karachi,59.34,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Karachi,231.19,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Karachi,437.02,4,2023,Apparel & Footwear
Shirting (Average Quality),Karachi,372.22,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Karachi,550.0,4,2023,Apparel & Footwear
Georgette (Average Quality),Karachi,269.3,4,2023,Apparel & Footwear
Gents Sandal Bata,Karachi,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Karachi,379.0,4,2023,Apparel & Footwear
Ladies Sandal Bata,Karachi,699.0,4,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Karachi,6.23,4,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Karachi,295.0,4,2023,Housing Water & Energy
Firewood Whole,Karachi,963.74,4,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Karachi,280.0,4,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Karachi,120.37,4,2023,Personal Care
Match Box,Karachi,6.0,4,2023,Household Equipment
Petrol Super,Karachi,277.73,4,2023,Transport & Communication
Hi-Speed Diesel,Karachi,293.77,4,2023,Transport & Communication
LPG 11.67 kg Cylinder,Karachi,3351.57,4,2023,Housing Water & Energy
Telephone Call Charges,Karachi,1.79,4,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Karachi,87.07,4,2023,Personal Care
Wheat Flour Bag,Hyderabad,2786.64,4,2023,Food & Beverages
Rice Basmati Broken (Average Qualit,Hyderabad,196.87,4,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Hyderabad,174.93,4,2023,Food & Beverages
Bread plain (Small Size),Hyderabad,110.0,4,2023,Food & Beverages
Beef with Bone (Average Quality),Hyderabad,678.72,4,2023,Food & Beverages
Mutton (Average Quality),Hyderabad,1540.88,4,2023,Food & Beverages
Chicken Farm Broiler (Live),Hyderabad,411.65,4,2023,Food & Beverages
Milk fresh (Un-boiled),Hyderabad,166.31,4,2023,Food & Beverages
Curd (Dahi) Loose,Hyderabad,240.0,4,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Hyderabad,700.0,4,2023,Food & Beverages
Eggs Hen (Farm),Hyderabad,262.38,4,2023,Food & Beverages
Mustard Oil (Average Quality),Hyderabad,510.3,4,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Hyderabad,3290.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Hyderabad,1550.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Hyderabad,605.0,4,2023,Food & Beverages
Bananas (Kela) Local,Hyderabad,204.69,4,2023,Food & Beverages
Pulse Masoor (Washed),Hyderabad,281.56,4,2023,Food & Beverages
Pulse Moong (Washed),Hyderabad,282.02,4,2023,Food & Beverages
Pulse Mash (Washed),Hyderabad,438.3,4,2023,Food & Beverages
Pulse Gram,Hyderabad,238.62,4,2023,Food & Beverages
Potatoes,Hyderabad,58.13,4,2023,Food & Beverages
Onions,Hyderabad,79.81,4,2023,Food & Beverages
Tomatoes,Hyderabad,47.68,4,2023,Food & Beverages
Sugar Refined,Hyderabad,120.1,4,2023,Food & Beverages
Gur (Average Quality),Hyderabad,164.09,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Hyderabad,50.0,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Hyderabad,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Hyderabad,285.6,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Hyderabad,480.72,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Hyderabad,266.5,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Hyderabad,145.33,4,2023,Food & Beverages
Tea Prepared Ordinary,Hyderabad,63.98,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Hyderabad,220.0,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Hyderabad,493.24,4,2023,Apparel & Footwear
Shirting (Average Quality),Hyderabad,311.51,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Hyderabad,489.9,4,2023,Apparel & Footwear
Georgette (Average Quality),Hyderabad,201.26,4,2023,Apparel & Footwear
Gents Sandal Bata,Hyderabad,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Hyderabad,379.0,4,2023,Apparel & Footwear
Ladies Sandal Bata,Hyderabad,699.0,4,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Hyderabad,6.23,4,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Hyderabad,295.0,4,2023,Housing Water & Energy
Firewood Whole,Hyderabad,1000.0,4,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Hyderabad,261.66,4,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Hyderabad,123.73,4,2023,Personal Care
Match Box,Hyderabad,5.31,4,2023,Household Equipment
Petrol Super,Hyderabad,278.88,4,2023,Transport & Communication
Hi-Speed Diesel,Hyderabad,294.85,4,2023,Transport & Communication
LPG 11.67 kg Cylinder,Hyderabad,3350.22,4,2023,Housing Water & Energy
Telephone Call Charges,Hyderabad,1.79,4,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Hyderabad,80.0,4,2023,Personal Care
Wheat Flour Bag,Sukkur,2440.0,4,2023,Food & Beverages
Rice Basmati Broken (Average Qualit,Sukkur,220.0,4,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Sukkur,102.41,4,2023,Food & Beverages
Bread plain (Small Size),Sukkur,100.0,4,2023,Food & Beverages
Beef with Bone (Average Quality),Sukkur,700.0,4,2023,Food & Beverages
Mutton (Average Quality),Sukkur,1400.0,4,2023,Food & Beverages
Chicken Farm Broiler (Live),Sukkur,393.59,4,2023,Food & Beverages
Milk fresh (Un-boiled),Sukkur,169.85,4,2023,Food & Beverages
Curd (Dahi) Loose,Sukkur,179.86,4,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Sukkur,680.0,4,2023,Food & Beverages
Eggs Hen (Farm),Sukkur,267.46,4,2023,Food & Beverages
Mustard Oil (Average Quality),Sukkur,449.89,4,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Sukkur,3250.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Sukkur,1550.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Sukkur,605.0,4,2023,Food & Beverages
Bananas (Kela) Local,Sukkur,200.0,4,2023,Food & Beverages
Pulse Masoor (Washed),Sukkur,260.0,4,2023,Food & Beverages
Pulse Moong (Washed),Sukkur,310.0,4,2023,Food & Beverages
Pulse Mash (Washed),Sukkur,420.0,4,2023,Food & Beverages
Pulse Gram,Sukkur,260.0,4,2023,Food & Beverages
Potatoes,Sukkur,60.0,4,2023,Food & Beverages
Onions,Sukkur,69.64,4,2023,Food & Beverages
Tomatoes,Sukkur,27.83,4,2023,Food & Beverages
Sugar Refined,Sukkur,117.1,4,2023,Food & Beverages
Gur (Average Quality),Sukkur,160.0,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sukkur,40.0,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sukkur,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Sukkur,355.9,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sukkur,413.52,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Sukkur,200.0,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Sukkur,100.0,4,2023,Food & Beverages
Tea Prepared Ordinary,Sukkur,50.0,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Sukkur,220.0,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sukkur,500.0,4,2023,Apparel & Footwear
Shirting (Average Quality),Sukkur,215.44,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sukkur,550.0,4,2023,Apparel & Footwear
Georgette (Average Quality),Sukkur,206.46,4,2023,Apparel & Footwear
Gents Sandal Bata,Sukkur,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Sukkur,379.0,4,2023,Apparel & Footwear
Ladies Sandal Bata,Sukkur,699.0,4,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Sukkur,6.23,4,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sukkur,295.0,4,2023,Housing Water & Energy
Firewood Whole,Sukkur,700.0,4,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Sukkur,212.13,4,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Sukkur,127.42,4,2023,Personal Care
Match Box,Sukkur,5.48,4,2023,Household Equipment
Petrol Super,Sukkur,277.73,4,2023,Transport & Communication
Hi-Speed Diesel,Sukkur,293.8,4,2023,Transport & Communication
LPG 11.67 kg Cylinder,Sukkur,3308.2,4,2023,Housing Water & Energy
Telephone Call Charges,Sukkur,1.79,4,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sukkur,97.41,4,2023,Personal Care
Wheat Flour Bag,Larkana,2472.13,4,2023,Food & Beverages
Rice Basmati Broken (Average Qualit,Larkana,180.0,4,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Larkana,136.58,4,2023,Food & Beverages
Bread plain (Small Size),Larkana,96.55,4,2023,Food & Beverages
Beef with Bone (Average Quality),Larkana,782.97,4,2023,Food & Beverages
Mutton (Average Quality),Larkana,1524.4,4,2023,Food & Beverages
Chicken Farm Broiler (Live),Larkana,412.25,4,2023,Food & Beverages
Milk fresh (Un-boiled),Larkana,206.46,4,2023,Food & Beverages
Curd (Dahi) Loose,Larkana,220.0,4,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Larkana,680.0,4,2023,Food & Beverages
Eggs Hen (Farm),Larkana,260.75,4,2023,Food & Beverages
Mustard Oil (Average Quality),Larkana,529.05,4,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Larkana,3290.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Larkana,1550.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Larkana,605.0,4,2023,Food & Beverages
Bananas (Kela) Local,Larkana,175.38,4,2023,Food & Beverages
Pulse Masoor (Washed),Larkana,257.92,4,2023,Food & Beverages
Pulse Moong (Washed),Larkana,286.51,4,2023,Food & Beverages
Pulse Mash (Washed),Larkana,383.36,4,2023,Food & Beverages
Pulse Gram,Larkana,240.0,4,2023,Food & Beverages
Potatoes,Larkana,52.33,4,2023,Food & Beverages
Onions,Larkana,63.15,4,2023,Food & Beverages
Tomatoes,Larkana,32.27,4,2023,Food & Beverages
Sugar Refined,Larkana,117.47,4,2023,Food & Beverages
Gur (Average Quality),Larkana,130.68,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Larkana,40.0,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Larkana,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Larkana,345.77,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Larkana,558.82,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Larkana,240.0,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Larkana,116.41,4,2023,Food & Beverages
Tea Prepared Ordinary,Larkana,50.0,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Larkana,220.0,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Larkana,400.0,4,2023,Apparel & Footwear
Shirting (Average Quality),Larkana,282.31,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Larkana,500.0,4,2023,Apparel & Footwear
Georgette (Average Quality),Larkana,257.71,4,2023,Apparel & Footwear
Gents Sandal Bata,Larkana,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Larkana,379.0,4,2023,Apparel & Footwear
Ladies Sandal Bata,Larkana,699.0,4,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Larkana,6.23,4,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Larkana,295.0,4,2023,Housing Water & Energy
Firewood Whole,Larkana,816.33,4,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Larkana,280.0,4,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Larkana,108.75,4,2023,Personal Care
Match Box,Larkana,5.0,4,2023,Household Equipment
Petrol Super,Larkana,278.06,4,2023,Transport & Communication
Hi-Speed Diesel,Larkana,294.1,4,2023,Transport & Communication
LPG 11.67 kg Cylinder,Larkana,3235.22,4,2023,Housing Water & Energy
Telephone Call Charges,Larkana,1.79,4,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Larkana,85.0,4,2023,Personal Care
Wheat Flour Bag,Peshawar,2916.01,4,2023,Food & Beverages
Rice Basmati Broken (Average Qualit,Peshawar,196.61,4,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Peshawar,161.52,4,2023,Food & Beverages
Bread plain (Small Size),Peshawar,103.23,4,2023,Food & Beverages
Beef with Bone (Average Quality),Peshawar,630.36,4,2023,Food & Beverages
Mutton (Average Quality),Peshawar,1361.43,4,2023,Food & Beverages
Chicken Farm Broiler (Live),Peshawar,373.55,4,2023,Food & Beverages
Milk fresh (Un-boiled),Peshawar,193.71,4,2023,Food & Beverages
Curd (Dahi) Loose,Peshawar,205.32,4,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Peshawar,720.0,4,2023,Food & Beverages
Eggs Hen (Farm),Peshawar,264.93,4,2023,Food & Beverages
Mustard Oil (Average Quality),Peshawar,666.26,4,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Peshawar,3290.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Peshawar,1550.0,4,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Peshawar,605.0,4,2023,Food & Beverages
Bananas (Kela) Local,Peshawar,270.34,4,2023,Food & Beverages
Pulse Masoor (Washed),Peshawar,275.8,4,2023,Food & Beverages
Pulse Moong (Washed),Peshawar,266.62,4,2023,Food & Beverages
Pulse Mash (Washed),Peshawar,451.61,4,2023,Food & Beverages
Pulse Gram,Peshawar,263.58,4,2023,Food & Beverages
Potatoes,Peshawar,80.54,4,2023,Food & Beverages
Onions,Peshawar,97.74,4,2023,Food & Beverages
Tomatoes,Peshawar,72.72,4,2023,Food & Beverages
Sugar Refined,Peshawar,124.8,4,2023,Food & Beverages
Gur (Average Quality),Peshawar,148.29,4,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Peshawar,50.0,4,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Peshawar,215.0,4,2023,Food & Beverages
Garlic (Lehsun),Peshawar,415.28,4,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Peshawar,558.82,4,2023,Food & Beverages
Cooked Beef at Average Hotel,Peshawar,175.48,4,2023,Food & Beverages
Cooked Daal at Average Hotel,Peshawar,104.83,4,2023,Food & Beverages
Tea Prepared Ordinary,Peshawar,33.02,4,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Peshawar,225.5,4,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Peshawar,642.0,4,2023,Apparel & Footwear
Shirting (Average Quality),Peshawar,435.94,4,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Peshawar,702.0,4,2023,Apparel & Footwear
Georgette (Average Quality),Peshawar,210.48,4,2023,Apparel & Footwear
Gents Sandal Bata,Peshawar,1499.0,4,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Peshawar,379.0,4,2023,Apparel & Footwear
